,0
17054,"RT @PeatWorrier: ""A vote for the SNP is. Er. A vote for another referendum we insist Holyrood has no legal authority to legislate for"" http…"
17055,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
17056,RT @INFINITESIM4L: DOSE NIGEL FARAGE WANT SOME ICE FOR THAT BURN
17057,RT @countivan: I think Farage will have shocked a few people tonight. That's the real #UKIP you saw tonight. Don't believe the negative hyp…
17058,RT @BuzzFeedUKPol: Tory MPs are all mysteriously tweeting the same description of David Cameron #bbcqt http://t.co/BCQjLCUKx9 http://t.co/5…
17059,"RT @paulwaugh: ICM found just 6% #bbcqt viewers changed their mind. Small sub sample but: Clegg won 32% of switchers, Cam 25% Ed 20% http:/…"
17060,RT @bellacaledonia: Labour are like one of those awful survival stories of crashed airplanes in the wilderness. Miliband just made Murphy p…
17061,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
17062,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
17063,"@MaxBaker_1 get a fairer society tho, the tory's will just keep making the rich richer and push. people at the bottom even further down"
17064,Go @nataliemcgarry Excellent job. We just need to keep on workin :-) https://t.co/0eZjyrqz1y
17065,RT @rich_falconer: @JimForScotland You'd rather have the Tories in power than work with a left wing party? Couldn't make it up.
17066,"@juweecaroline @CataNigra He was in a different class to Cameron,Milibrand &amp; Clegg"
17067,RT @penbraith: Now even EU chief Jean-Claude Juncker backs Nigel Farage's bid to become an MP http://t.co/EhXZ1G3jju
17068,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
17069,RT @SideShowJ1M: Lefties getting upset because Farage performed well. #AskNigelFarage
17070,"RT @JamesMelville: If Miliband would rather let Tories back in than ""do a deal"" with the SNP,  Labour will lose the whole of the UK, not ju…"
17071,RT @Telegraph: Business owner savages Ed Milliband over 'no money left' joke http://t.co/MwNQtm2xt8
17072,RT @JeremyJHardy: The good thing about election time is the Tories work overtime to remind you they are horrible scum
17073,"@ShneurOdze @Vote_UKIP @UKIP @Nigel_Farage Thank you for that comment, we all try our best to put over our arguments fairly and amicably"
17074,"RT @Tommy_Colc: FT come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it @sturdyAlex http://…"
17075,"RT @natalieben: #bbcqt - so would Miliband really let David Cameron back in rather than ""do a deal"" with the SNP?"
17076,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
17077,RT @schofieldkevin: Don't think I can picture Ed Miliband on the world stage. What if he fell off?
17078,"RT @BrynTeilo: So Wales, a vote for Miliband's Labour is a vote for the Tories, because he'd  rather see them in power than listen to the W…"
17079,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
17080,RT @bellacaledonia: Labour are like one of those awful survival stories of crashed airplanes in the wilderness. Miliband just made Murphy p…
17081,RT @IanBell1916: This is basic. A Miliband government will depend on the SNP. Anyone want to send a fast horse on the post road to London? …
17082,@JohnPentlandMSP Hang onto that thought for 2016. #Redtory prefers Tory rule than work with democratically elected scots #2ndclasscitizens
17083,RT @Plaid_Cymru: Miliband confirms he would rather let Tories in than work with SNP @RhunapIorwerth https://t.co/8r3eC0WF1E #Plaid15 #GE2015
17084,"RT @BBCDouglasF: Miliband gift to SNP: I'd rather Tories in power than any SNP deal with Labour (works in England, unlikely to do so in Sco…"
17085,RT @Nigel_Farage: Thanks for watching #AskNigelFarage! If you want more detail please visit http://t.co/YMvAusaXi8
17086,"RT @christopherhope: David Cameron delivered a ""performance of a lifetime"", says @George_Osborne #bbcqt"
17087,"RT @bengoldacre: Scottish Sun: ""Vote SNP"" 

English Sun: ""Vote Tory to stop the SNP running the country""

Staggering

http://t.co/VnysNMyaQc"
17088,Big up to Ivory from How High standing up to Nick Clegg like that http://t.co/rf9bb1Y3gj
17089,"RT @UKLabour: Nick Clegg is lecturing people, arguing that voters should be grateful that he broke his promises. Voters aren't buying it. #…"
17090,The young are not voting. Ex Tory chairman asked Big Brother for help on that. Am more concerned that larger number of ethnic voters don't
17091,RT @countivan: I think Farage will have shocked a few people tonight. That's the real #UKIP you saw tonight. Don't believe the negative hyp…
17092,RT @eddiebhoyasken: Get it right up you David Cameron! #TimeForChange #nomorelies #2015 #SNP http://t.co/vB03YJjRsO
17093,"» http://t.co/Kru1IUGDEq Russell Brand #RussellBrand The breathtaking hypocrisy of Russell Brand, Ed Miliband, and Labour s front » UPDATE …"
17094,"@ScottishPleb @MusicStoo Obviously I've never voted Tory but feel free to lump us all in together. That's nationalism for you, nasty concept"
17095,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
17096,"Nicola Sturgeon's speeches kick ass, very intelligent lady #SNP"
17097,"RT @traquir: @StewartHosieSNP hits out at Ed Miliband ruling out SNP deal
threat to put Tories into power unforgiveable
https://t.co/v1RIqp…"
17098,RT @dobbs_michael: I think now we know why Mr Miliband prefers questions from Russell Bland rather than Yorkshire public.
17099,All you need to know about #ukip  https://t.co/ewWwgtJDwj
17100,RT @JeremyJHardy: The good thing about election time is the Tories work overtime to remind you they are horrible scum
17101,RT @ViscountExmouth: I have never heard a politician answer questions as clearly and directly as @Nigel_Farage #ukip #AskNigelFarage
17102,@brushyblue Are you a UKIP supporter?
17103,RT @MaccLabour: @GAPonsonby @davies42g @JimForScotland Only way to keep #Tories out is to #VoteLabour
17104,RT @christopherhope: Leeds businesswoman who told Ed Miliband to sack Ed Balls over the deficit says she was an undecided before #BBCQT - w…
17105,"RT @MuslimAidan: David Cameron says Israel was right to defend itself over #Gaza attacks last year
#bbcqt 
http://t.co/rdNiqKTWvq"
17106,RT @kdugdalemsp: . @Ed_Miliband has called the SNP's bluff. Big question for Nicola Sturgeon now is will she oppose Labour's programme and …
17107,British Politics Is Now Playing Out in Russell Brand's Kitchen http://t.co/igX8hVTpaf
17108,"“@AntiRacismDay: Why is UKIP allowed a tax-payer funded platform to spew their racist bile?  Blah, blah, blah....Racist!! The usual squeal"
17109,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
17110,"RT @ZilteBotte: “@woodlandsandrew: Seize the day: Why voting UKIP is NOT a waste - http://t.co/a2JsLibbM2”

Now or never.
Let Brittania rul…"
17111,"RT @papa_face: I seriously don't understand how you can disagree with anything said. He was well informed, clear, sincere and honest. #UKIP…"
17112,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
17113,"Another Bullingdon Club portrait subject comes good, I see (!) https://t.co/ahh91YJnaj"
17114,RT @Classic_Rowdz: It's been 24 hours.  My family are yet to notice I replaced my school photo with a picture of Nigel Farage http://t.co/F…
17115,RT @dianehain: @Mancman10 wow what a tough and commanding performance by Ed Miliband on #bbcqt
17116,Tell you what Farage is holding his own here .
17117,You have nothing to fear if you vote for #UKIP.You have plenty to fear as far as the future of Great Britain is concerned if you don't
17118,RT @STVNews: Sturgeon: 'It sounded as if Miliband was saying he'd rather see David Cameron back in power than work with the SNP.' http://t.…
17119,RT @jakepainter2: Farage absolutely smashed it #VoteUKIP2015 #AskNigelFarage
17120,Not sure if Miliband should be more scared of ruling out SNP coalition or taking one on
17121,RT @nr_nicjames: Labour say that they will not do deals with Plaid Cymru either...he would rather let the tories in..What else the ppl of W…
17122,RT @StewartKSF1: @METAKNlGHT @deoradh1 OK you tell me why has the snp spent less on NHS when Scotland gets more than rUK? #snpFail #snpOUT
17123,"RT @UKIP: Cameron knows Farage ""would have held his feet to the fire"" so avoided head-to-head debate, #UKIP's @paulnuttallukip"
17124,RT @bobhas1: #AskNigelFarage well i think we can safely say Farage was the most competent straight talking honest politician on display ton…
17125,"RT @UKLabour: WATCH: Ed Miliband -- I'll scrap the non-dom rules, because there should be one rule for everyone. #bbcqt
https://t.co/1vHG2e…"
17126,RT @HercoRick: @JGForsyth except they didn't overspend rescuing and investing in public services is investing in our country. Tories matche…
17127,RT @RSimpsonMSP: Kinross debate with Tasmina sheikh. Not happy when I pointed out that where SNP have power is modern apprenticeships &amp;only…
17128,"RT @BBCPolitics: ""Because of a massive oversupply of unskilled &amp; semi-skilled labour, wages have been driven down,"" Nigel Farage says http:…"
17129,"@marwilk not a gambling person. If UKIP &amp; Green have a potential to get seats, Liberal Dems definitely will."
17130,"RT @GeorgeAylett: Clegg has voted with the government 99.6% of the time.
Remember this in the polling booth.
#bbcqt http://t.co/vOd1bycG6F"
17131,"RT @tonyfernandes: David Cameron was excellent in tonight’s #BBCQT - very strong, a great leader”. I was impressed. We need more leaders li…"
17132,"RT @GeorgeAylett: Clegg has voted with the government 99.6% of the time.
Remember this in the polling booth.
#bbcqt http://t.co/vOd1bycG6F"
17133,@jamesjayazz Almost certainly not. Sturgeon has frequently stated that she aims to keep the Tories out of Westminster.
17134,RT @UKIPCalypso: @Jo_Coburn Why do you insist on chipping in with digs at Farage rather than letting him answer what is asked? #AskNigelFar…
17135,"RT @Vaughan_Wms: @LeanneWood: Ruling out a deal with SNP was irresponsible of Miliband. I thought he wanted to stop the Tories. 

#Plaid15 …"
17136,RT @HTScotPol: Miliband's refusal to govern w #SNP deal suggests he's written off Labour's chances in Scotland - nowt to lose if there's a …
17137,RT @MichaelH14: Ed Miliband : it wasn't the spending on teachers &amp; nurses in Britain that crashed the global economy. 'Bout time someone sa…
17138,So what's Mail Express Telegraph  got say about Miliband burying their Scottish branch?
17139,"12.5% immigrants Farage reckons. His maths is really bad – There are millions of those Angles, Saxons, Vikings, Normans and some Romans!"
17140,RT @AngusMacNeilSNP: Again Nicola Sturgeon a truly amazing political &amp; honest personal connection with audience ..#Impressed  Join SNP at h…
17141,RT @MirrorPolitics: Sweating PM Cameron slammed over cuts and NHS on #bbcqt http://t.co/8iUC9pZGwI http://t.co/pQFFvtsi7v
17142,actually looks like Mr bean  https://t.co/KbRu0VyTxz
17143,"RT @jakepainter2: if we talk about supply, UKIP wants to scrap tuition fees for STEM subjects, to get more nurses and doctors #AskNigelFara…"
17144,@UKIP good stuff @Nigel_Farage 📝VOTE UKIP
17145,"RT @sturdyAlex: A message to UKIP. 

Because I'm bored of typing the same stuff over and over. 

If you agree, RT. http://t.co/gUH55focHI"
17146,"RT @Tommy_Colc: FT come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it @sturdyAlex http://…"
17147,RT @beaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. http://t.co/QdBJr…
17148,"RT @BBCJamesCook: Ed Miliband says he'd rather not have a Labour government than do a ""confidence and supply"" deal with the SNP. #GE2015"
17149,@bythewatersedge @loppo3587 @UKIP @JohnBickleyUKIP despite the medias misinformation on the point.
17150,RT @PeteWishart: Nicola spot on. The Scottish people will never forgive Labour if they let the Tories stay in power.
17151,RT @roddy1314: @bbcquestiontime @0604Arb1320 @Ed_Miliband you just conceded the election to Tories and signed the death warrant for your pa…
17152,😒😒😒 https://t.co/dBmsNvmUez
17153,RT @d7own: #SNPbecause if I vote ukip Id get deported
17154,RT @twcuddleston: How can you not like Ed Miliband? #Milifandom #VoteLabour http://t.co/HPyIT1k8nc
17155,RT @PeteWishart: Nicola spot on. The Scottish people will never forgive Labour if they let the Tories stay in power.
17156,RT @ScottScoot34: @blairmcdougall @MTM1931 @ScotlandTonight @bbcqt it's over #Snp http://t.co/cveA3sDhqz
17157,"RT @LabourEoin: Cameron boasting about job creation... there are 530,000 more Zero Hours Workers under the Tories.. #BBCqt http://t.co/IBdO…"
17158,RT @WingsScotland: The problem with Scottish Labour is that they think ordinary Scots - including Labour voters - hate the SNP as much as t…
17159,RT @SetantiiBlue: @Ed_Miliband This saddens me. Would you rather leave us with Cameron than work with SNP? I feel betrayed.
17160,RT @KTHopkins: Labour is not going to do a deal with the SNP. And the Green Party are riding sea horses into Parliament. #bbcqt
